time_period,time_identifier,geographic_level,country_code,country_name,institution_group,institution_type,cohort_level_group,cohort_level,characteristic_group,characteristic,data_type,version,inst_count,cohort,overall,education,he,fe,fel3,fel2,fel1,other_edu,ind,non_des,ssf,sfc,spec_prov,edu_combo,appren,appl4,appl3,appl2,all_work,all_notsust,notsust,notsust_ben,only_ben,all_unknown,unknown_id,unknown
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Pakistani,Percentage,Revised,z,4695,85.5,77,65.5,6.2,z,z,z,5.3,0.5,0,4.7,0.1,0,0,1.7,~,0.6,1.1,6.9,10.7,2.7,4.9,3.1,3.8,3.3,0.5
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Unclassified,Percentage,Revised,z,1571,87.7,69.9,60.4,5.9,z,z,z,3.6,0.6,0,3,0.1,0,0,3.5,0.2,1.3,2,14.3,6.8,3.5,2.4,0.9,5.5,4.6,1
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Total,Total,Percentage,Revised,1841,164579,91.4,71.6,61.9,6.3,z,z,z,3.4,0.2,0,3.1,0.1,~,~,4,0.1,1.5,2.4,15.8,6.8,2.3,3.3,1.2,1.9,1.5,0.4
201112,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Total,Total,Percentage,Revised,2180,335489,88.3,63.4,52.5,8.4,z,z,z,2.6,0.1,0,1.6,0.8,~,~,4.6,0.1,1.9,2.7,20.3,9.4,2.5,5.1,1.8,2.3,1.6,0.8
201112,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Male,Percentage,Revised,z,79160,83.8,54.5,42.6,10.1,z,z,z,1.7,0.1,0,0.1,1.5,~,~,6.5,0.1,3.4,2.9,22.9,13.1,2.8,7.7,2.6,3.1,1.9,1.1
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM eligible,Percentage,Revised,z,11096,85.3,70,56.2,8.5,z,z,z,5.3,0.1,0,5,0.2,~,~,3.4,~,1.2,2.2,11.9,12.4,2.2,6.9,3.3,2.3,1.7,0.5
201112,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM eligible,Percentage,Revised,z,28773,81.1,61.6,46.9,11.4,z,z,z,3.4,0.1,0,2.1,1.2,~,~,3.8,~,1.2,2.5,15.7,16.6,2.3,9.9,4.4,2.4,1.7,0.7
201112,Academic year,National,E92000001,England,Mainstream schools and colleges,Total,Level 3,Level 3 approved,Gender,Male,Percentage,Revised,z,174344,86.5,63.2,52.9,7.1,z,z,z,3.3,0.9,0,1.6,0.7,~,~,5,0.1,2.5,2.4,18.3,10.1,2.9,5.3,1.8,3.4,2.1,1.3
201112,Academic year,National,E92000001,England,Mainstream schools and colleges,Total,Level 3,Level 3 approved,Gender,Female,Percentage,Revised,z,196599,88.9,65.4,54.2,8.6,z,z,z,2.7,0.6,0,1.3,0.7,~,~,3.5,0.1,1,2.5,20,8.2,2.6,4.2,1.4,2.8,1.6,1.3
201112,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Percentage,Revised,z,306716,89,63.6,53,8.1,z,z,z,2.5,0.1,0,1.5,0.8,~,~,4.7,0.1,1.9,2.7,20.7,8.7,2.5,4.7,1.5,2.3,1.5,0.8
201112,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Male,Percentage,Revised,z,77185,90.2,69.9,61,5.2,z,z,z,3.8,0.2,0,3.5,0.1,~,~,4.6,0.1,2,2.4,15.8,7.7,2.4,3.9,1.4,2.1,1.7,0.4
201112,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Female,Percentage,Revised,z,91750,86.6,56.3,43.9,10.7,z,z,z,1.7,0.1,0,0.1,1.5,~,~,4.2,0.1,1.2,3,26.1,10.9,2.5,6.2,2.1,2.5,1.3,1.2
201112,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Black African,Percentage,Revised,z,4290,87,78.5,67.9,8.3,z,z,z,2.2,0.1,0,0.3,1.8,0,0,1.4,0,0.7,0.7,7.1,9.4,3.3,4.1,2,3.6,2.4,1.2
201112,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Black or Black British,Percentage,Revised,z,14591,86.3,75.7,64.3,8.3,z,z,z,3.1,0.1,0,2.1,0.9,~,~,1.9,~,0.7,1.2,8.6,10.2,2.9,5,2.3,3.5,2.5,1
201112,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other mixed background,Percentage,Revised,z,1611,84.9,63.1,49.7,11.5,z,z,z,1.9,0.1,0,0.1,1.6,0,0.1,3.2,0,1.3,1.9,18.6,12.5,2.2,7.6,2.7,2.6,1.9,0.7
201112,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other Asian background,Percentage,Revised,z,1556,85.8,74.2,59.9,11.1,z,z,z,3.1,0.2,0,0.3,2.6,0,0.1,2.4,0,0.8,1.7,9.2,10.4,3,4.9,2.5,3.8,2.6,1.2
201112,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Black Caribbean,Percentage,Revised,z,2591,81.2,63.3,49.2,12.9,z,z,z,1.2,~,0,0.2,0.9,0,~,3.7,0.1,1.4,2.2,14.2,16.1,2.6,9.5,3.9,2.7,2.2,0.6
201112,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Chinese,Percentage,Revised,z,655,90.2,84.1,71.6,10.7,z,z,z,1.8,0.2,0,0.3,1.4,0,0,0.9,0,0.5,0.5,5.2,6.9,3.2,2.6,1.1,2.9,2.6,0.3
201112,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Unclassified,Percentage,Revised,z,7294,70.7,50.4,37.2,11,z,z,z,2.1,0.2,0,0.1,1.8,~,~,2.8,0,1.3,1.5,17.5,12.1,3.5,6.2,2.4,17.2,3.5,13.7
201112,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Traveller of Irish Heritage,Percentage,Revised,z,15,86.7,53.3,46.7,6.7,z,z,z,0,0,0,0,0,0,0,0,0,0,0,33.3,13.3,0,13.3,0,0,0,0
201112,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Major,White,Percentage,Revised,z,136602,86.2,52.5,40.7,10.3,z,z,z,1.5,0.1,0,0.1,1.3,~,~,5.9,0.1,2.5,3.3,27.7,11.9,2.6,7,2.3,2,1.4,0.6
201112,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Gypsy Roma,Percentage,Revised,z,46,82.6,43.5,17.4,26.1,z,z,z,0,0,0,0,0,0,0,4.3,0,0,4.3,34.8,15.2,4.3,4.3,6.5,2.2,0,2.2
201112,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Mixed Dual background,Percentage,Revised,z,10141,87.5,68.9,56.9,9.1,z,z,z,2.9,0.3,0,1.8,0.8,~,~,3,~,1.1,1.9,15.5,10.3,2.4,5.6,2.3,2.2,1.7,0.5
201112,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,White and Asian,Percentage,Revised,z,924,85.8,66.5,51.7,11.9,z,z,z,2.8,0.2,0,0.3,2.3,0,0,2.8,0.3,0.8,1.7,16.6,12.3,2.7,7.5,2.2,1.8,1.4,0.4
201112,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other Black background,Percentage,Revised,z,884,82.8,70,56.1,12.3,z,z,z,1.6,0.2,0,0.2,1.1,0,0,2.8,0,1.1,1.7,10,14.9,2.7,9.4,2.8,2.3,1.6,0.7
201112,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other white background,Percentage,Revised,z,9362,86.3,68.8,57,9,z,z,z,2.8,0.3,0,1.9,0.7,0,~,2.3,0.1,1,1.3,15.2,9.3,3.2,4.6,1.5,4.3,3.1,1.2
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Major,Unclassified,Number of pupils,Revised,z,1504,1340,1023,899,79,z,z,z,45,4,0,39,2,0,0,59,1,14,44,258,112,55,42,15,52,39,13
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Gypsy Roma,Number of pupils,Revised,z,18,12,5,2,3,z,z,z,0,0,0,0,0,0,0,3,0,1,2,4,6,3,3,0,0,0,0
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,White Irish,Number of pupils,Revised,z,1330,1163,838,693,98,z,z,z,47,6,0,23,18,0,0,46,0,13,33,279,133,39,71,23,34,32,2
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other Asian background,Number of pupils,Revised,z,4173,3669,3254,2744,328,z,z,z,182,21,0,130,30,1,0,64,1,24,39,351,315,126,118,71,189,147,42
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Unclassified,Number of pupils,Revised,z,17036,13624,9905,7256,2153,z,z,z,496,37,0,57,399,1,2,494,15,190,289,3225,1723,787,698,238,1689,608,1081
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,White and Asian,Number of pupils,Revised,z,2389,2093,1647,1371,207,z,z,z,69,3,0,44,22,0,0,77,1,30,46,369,233,81,111,41,63,58,5
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Pakistani,Number of pupils,Revised,z,10049,8535,7477,6059,988,z,z,z,430,36,0,246,145,0,3,213,1,59,153,845,1161,239,637,285,353,302,51
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Bangladeshi,Number of pupils,Revised,z,4008,3482,3057,2542,324,z,z,z,191,11,0,106,73,0,1,124,3,42,79,301,443,109,249,85,83,69,14
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Black Caribbean,Number of pupils,Revised,z,4628,3891,3015,2305,589,z,z,z,121,4,0,82,32,0,3,201,3,58,140,675,605,128,365,112,132,101,31
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Black African,Number of pupils,Revised,z,8497,7519,6837,5828,679,z,z,z,330,27,0,200,101,1,1,133,2,50,81,549,670,264,278,128,308,231,77
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other Black background,Number of pupils,Revised,z,1624,1423,1174,946,167,z,z,z,61,5,0,34,21,0,1,44,0,16,28,205,159,42,90,27,42,29,13
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,White Irish,Percentage,Revised,z,1330,87.4,63,52.1,7.4,z,z,z,3.5,0.5,0,1.7,1.4,0,0,3.5,0,1,2.5,21,10,2.9,5.3,1.7,2.6,2.4,0.2
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other Asian background,Percentage,Revised,z,4173,87.9,78,65.8,7.9,z,z,z,4.4,0.5,0,3.1,0.7,~,0,1.5,~,0.6,0.9,8.4,7.5,3,2.8,1.7,4.5,3.5,1
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Unclassified,Percentage,Revised,z,17036,80,58.1,42.6,12.6,z,z,z,2.9,0.2,0,0.3,2.3,~,~,2.9,0.1,1.1,1.7,18.9,10.1,4.6,4.1,1.4,9.9,3.6,6.3
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,White and Asian,Percentage,Revised,z,2389,87.6,68.9,57.4,8.7,z,z,z,2.9,0.1,0,1.8,0.9,0,0,3.2,~,1.3,1.9,15.4,9.8,3.4,4.6,1.7,2.6,2.4,0.2
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Pakistani,Percentage,Revised,z,10049,84.9,74.4,60.3,9.8,z,z,z,4.3,0.4,0,2.4,1.4,0,~,2.1,~,0.6,1.5,8.4,11.6,2.4,6.3,2.8,3.5,3,0.5
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Bangladeshi,Percentage,Revised,z,4008,86.9,76.3,63.4,8.1,z,z,z,4.8,0.3,0,2.6,1.8,0,~,3.1,0.1,1,2,7.5,11.1,2.7,6.2,2.1,2.1,1.7,0.3
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Black Caribbean,Percentage,Revised,z,4628,84.1,65.1,49.8,12.7,z,z,z,2.6,0.1,0,1.8,0.7,0,0.1,4.3,0.1,1.3,3,14.6,13.1,2.8,7.9,2.4,2.9,2.2,0.7
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Black African,Percentage,Revised,z,8497,88.5,80.5,68.6,8,z,z,z,3.9,0.3,0,2.4,1.2,~,~,1.6,~,0.6,1,6.5,7.9,3.1,3.3,1.5,3.6,2.7,0.9
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other Black background,Percentage,Revised,z,1624,87.6,72.3,58.3,10.3,z,z,z,3.8,0.3,0,2.1,1.3,0,0.1,2.7,0,1,1.7,12.6,9.8,2.6,5.5,1.7,2.6,1.8,0.8
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,White British,Percentage,Revised,z,127603,91,63.5,53.3,6.8,z,z,z,3.4,0.1,0,3.1,0.1,~,~,5.5,0.1,1.9,3.5,22,7.4,3,3.5,0.9,1.6,1.4,0.1
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,White British,Number of pupils,Revised,z,127603,116177,81063,68010,8719,z,z,z,4345,146,0,4012,143,12,32,7027,171,2367,4489,28087,9414,3796,4450,1168,2012,1822,190
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Black African,Number of pupils,Revised,z,4776,4232,3857,3408,232,z,z,z,217,19,0,192,5,0,1,65,0,26,39,310,340,151,127,62,204,146,58
201213,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Unclassified,Number of pupils,Revised,z,15532,12284,8882,6357,2074,z,z,z,451,33,0,18,397,1,2,435,14,176,245,2967,1611,732,656,223,1637,569,1068
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Traveller of Irish Heritage,Number of pupils,Revised,z,19,17,13,7,4,z,z,z,2,0,0,2,0,0,0,1,0,0,1,3,2,0,2,0,0,0,0
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other Asian background,Number of pupils,Revised,z,2995,2651,2380,2059,170,z,z,z,151,16,0,128,6,1,0,37,1,14,22,234,204,90,67,47,140,106,34
201213,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Mixed Dual background,Number of pupils,Revised,z,4724,3959,2679,1898,692,z,z,z,89,6,0,8,75,0,0,173,1,64,108,1107,660,169,370,121,105,93,12
201213,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Any other ethnic group,Number of pupils,Revised,z,1951,1687,1453,1133,264,z,z,z,56,1,0,6,49,0,0,40,1,17,22,194,202,62,92,48,62,54,8
201213,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Gypsy Roma,Number of pupils,Revised,z,35,21,9,6,3,z,z,z,0,0,0,0,0,0,0,2,0,0,2,10,11,4,4,3,3,2,1
201213,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other Black background,Number of pupils,Revised,z,818,705,570,434,114,z,z,z,22,0,0,0,21,0,1,30,0,11,19,105,96,21,56,19,17,12,5
201213,Academic year,National,E92000001,England,Mainstream schools and colleges,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,Revised,2772,382138,332126,230859,185632,33432,z,z,z,11813,2603,0,5840,3272,29,69,17996,396,6555,11045,83271,37098,13315,18248,5535,12914,8041,4873
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Any other ethnic group,Percentage,Revised,z,5600,86.7,77,64.9,8.1,z,z,z,3.9,0.3,0,2.6,1,0,0,1.6,~,0.6,1,8.1,8.3,3.5,3.1,1.7,5.1,3.8,1.3
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Unclassified,Percentage,Revised,z,17036,80,58.1,42.6,12.6,z,z,z,2.9,0.2,0,0.3,2.3,~,~,2.9,0.1,1.1,1.7,18.9,10.1,4.6,4.1,1.4,9.9,3.6,6.3
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other white background,Percentage,Revised,z,8785,84.8,64.3,51.5,9.5,z,z,z,3.4,0.4,0,2.3,0.8,~,~,2.8,0.1,1.1,1.6,17.7,9.8,3.7,4.5,1.6,5.4,3.7,1.7
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other ethnic group,Percentage,Revised,z,3722,84.9,73.8,60.6,8.9,z,z,z,4.3,0.3,0,2.8,1.1,0,0,1.8,0,0.6,1.2,9.3,10.3,4,4.1,2.2,4.8,3.8,1
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Black African,Percentage,Revised,z,4776,88.6,80.8,71.4,4.9,z,z,z,4.5,0.4,0,4,0.1,0,~,1.4,0,0.5,0.8,6.5,7.1,3.2,2.7,1.3,4.3,3.1,1.2
201213,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Unclassified,Percentage,Revised,z,15532,79.1,57.2,40.9,13.4,z,z,z,2.9,0.2,0,0.1,2.6,~,~,2.8,0.1,1.1,1.6,19.1,10.4,4.7,4.2,1.4,10.5,3.7,6.9
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Traveller of Irish Heritage,Percentage,Revised,z,19,89.5,68.4,36.8,21.1,z,z,z,10.5,0,0,10.5,0,0,0,5.3,0,0,5.3,15.8,10.5,0,10.5,0,0,0,0
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other Asian background,Percentage,Revised,z,2995,88.5,79.5,68.7,5.7,z,z,z,5,0.5,0,4.3,0.2,~,0,1.2,~,0.5,0.7,7.8,6.8,3,2.2,1.6,4.7,3.5,1.1
201213,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Mixed Dual background,Percentage,Revised,z,4724,83.8,56.7,40.2,14.6,z,z,z,1.9,0.1,0,0.2,1.6,0,0,3.7,~,1.4,2.3,23.4,14,3.6,7.8,2.6,2.2,2,0.3
201213,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Any other ethnic group,Percentage,Revised,z,1951,86.5,74.5,58.1,13.5,z,z,z,2.9,0.1,0,0.3,2.5,0,0,2.1,0.1,0.9,1.1,9.9,10.4,3.2,4.7,2.5,3.2,2.8,0.4
201213,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Gypsy Roma,Percentage,Revised,z,35,60,25.7,17.1,8.6,z,z,z,0,0,0,0,0,0,0,5.7,0,0,5.7,28.6,31.4,11.4,11.4,8.6,8.6,5.7,2.9
201213,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other Black background,Percentage,Revised,z,818,86.2,69.7,53.1,13.9,z,z,z,2.7,0,0,0,2.6,0,0.1,3.7,0,1.3,2.3,12.8,11.7,2.6,6.8,2.3,2.1,1.5,0.6
201213,Academic year,National,E92000001,England,Mainstream schools and colleges,Total,Level 3,Level 3 approved,Total,Total,Percentage,Revised,2772,382138,86.9,60.4,48.6,8.7,z,z,z,3.1,0.7,0,1.5,0.9,~,~,4.7,0.1,1.7,2.9,21.8,9.7,3.5,4.8,1.4,3.4,2.1,1.3
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Any other ethnic group,Number of pupils,Revised,z,5600,4853,4312,3637,456,z,z,z,219,15,0,148,56,0,0,88,1,33,54,453,464,196,175,93,283,210,73
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Unclassified,Number of pupils,Revised,z,17036,13624,9905,7256,2153,z,z,z,496,37,0,57,399,1,2,494,15,190,289,3225,1723,787,698,238,1689,608,1081
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other white background,Number of pupils,Revised,z,8785,7454,5652,4520,832,z,z,z,300,31,0,199,66,1,3,247,8,96,143,1555,857,323,396,138,474,325,149
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Any other ethnic group,Number of pupils,Revised,z,3722,3160,2747,2257,331,z,z,z,159,13,0,105,41,0,0,67,0,23,44,346,383,148,152,83,179,143,36
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Female,Number of pupils,Revised,z,90372,82623,61654,51984,6744,z,z,z,2938,153,0,2627,124,9,25,3741,59,1015,2667,17228,5986,2647,2567,772,1763,1435,328
201213,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Number of pupils,Revised,z,156812,134575,82546,61227,18383,z,z,z,2936,125,0,142,2638,10,21,9020,183,3547,5290,43009,17883,5227,9813,2843,4354,2831,1523
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,Revised,1870,169395,152945,112506,95258,11039,z,z,z,6222,327,0,5646,193,15,41,7945,194,2671,5080,32494,12706,5076,5855,1775,3744,3150,594
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,Revised,2200,345787,303049,206086,164018,32478,z,z,z,9603,468,0,5810,3235,26,64,17792,387,6462,10943,79171,34207,10761,18006,5440,8531,6304,2227
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Chinese,Number of pupils,Revised,z,1878,1693,1565,1380,125,z,z,z,60,2,0,43,15,0,0,21,1,10,10,107,81,48,23,10,104,67,37
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Female,Percentage,Revised,z,90372,91.4,68.2,57.5,7.5,z,z,z,3.3,0.2,0,2.9,0.1,~,~,4.1,0.1,1.1,3,19.1,6.6,2.9,2.8,0.9,2,1.6,0.4
201213,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Percentage,Revised,z,156812,85.8,52.6,39,11.7,z,z,z,1.9,0.1,0,0.1,1.7,~,~,5.8,0.1,2.3,3.4,27.4,11.4,3.3,6.3,1.8,2.8,1.8,1
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Total,Total,Percentage,Revised,1870,169395,90.3,66.4,56.2,6.5,z,z,z,3.7,0.2,0,3.3,0.1,~,~,4.7,0.1,1.6,3,19.2,7.5,3,3.5,1,2.2,1.9,0.4
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Total,Total,Percentage,Revised,2200,345787,87.6,59.6,47.4,9.4,z,z,z,2.8,0.1,0,1.7,0.9,~,~,5.1,0.1,1.9,3.2,22.9,9.9,3.1,5.2,1.6,2.5,1.8,0.6
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Chinese,Percentage,Revised,z,1878,90.1,83.3,73.5,6.7,z,z,z,3.2,0.1,0,2.3,0.8,0,0,1.1,0.1,0.5,0.5,5.7,4.3,2.6,1.2,0.5,5.5,3.6,2
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,White and Black Caribbean,Number of pupils,Revised,z,3199,2740,1842,1358,409,z,z,z,75,2,0,48,25,0,0,141,3,47,91,757,394,106,224,64,65,58,7
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Major,Black or Black British,Number of pupils,Revised,z,14749,12833,11026,9079,1435,z,z,z,512,36,0,316,154,1,5,378,5,124,249,1429,1434,434,733,267,482,361,121
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Major,Mixed Dual background,Number of pupils,Revised,z,5960,5269,4174,3524,424,z,z,z,226,18,0,196,11,1,0,167,5,50,112,928,497,202,226,69,194,172,22
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Major,Asian or Asian British,Number of pupils,Revised,z,16863,14901,13253,11645,762,z,z,z,848,95,0,732,17,1,3,330,10,114,206,1318,1353,442,597,314,609,516,93
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Level 3 approved,Ethnicity Major,Black or Black British,Number of pupils,Revised,z,7591,6711,5880,5097,441,z,z,z,342,27,0,304,7,0,4,160,1,53,106,671,600,227,271,102,280,204,76
201213,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Ethnicity Major,White,Number of pupils,Revised,z,135176,115913,66663,48570,15891,z,z,z,2202,58,0,99,2017,9,19,8682,168,3363,5151,40568,16794,4186,9791,2817,2469,2016,453
201213,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Ethnicity Minor,Indian,Number of pupils,Revised,z,10484,9354,8222,7120,646,z,z,z,458,61,0,271,126,0,0,228,10,89,129,904,834,297,373,164,296,263,33
